lp,Residuo tipo,Kg,Origen,Comentarios,,,,,,,,,,,,,,,,
2/7/2021,Pet color,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Cartón,975,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Cartón segunda,1174,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Diario,61,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Revista,80,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Planilla blanca,317,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Vidrio,1839,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Tapitas,53,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Aluminio,116,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Plástico,333,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Nylon,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Hojalata,389,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Descarte,1955,Recolección Diferenciada,,,,,,,,,,,,,,,,,
2/7/2021,Rechazo (basura),10539,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Tetra,385,Recolección Diferenciada,9 camiones,,,,,,,,,,,,,,,,
9/7/2021,Pet cristal,604,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Pet color,77,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Cartón,1339,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Cartón segunda,1409,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Diario,72,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Revista,95,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Planilla blanca,672,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Vidrio,2440,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Tapitas,23,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Aluminio,190,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Plástico,421,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Nylon,48,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Hojalata,281,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Descarte,2100,Recolección Diferenciada,,,,,,,,,,,,,,,,,
9/7/2021,Rechazo (basura),16631,Recolección Diferenciada,,,,,,,,,,,,,,,,,
14/7/2021,Tetra,35,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Pet cristal,127,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Pet color,19,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Cartón,80,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Cartón segunda,80,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Diario,13,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Revista,30,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Planilla blanca,52,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Vidrio,462,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Tapitas,10,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Aluminio,14,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Plástico,53,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Hojalata,32,Puntos Verdes,,,,,,,,,,,,,,,,,
14/7/2021,Rechazo (basura),312,Puntos Verdes,,,,,,,,,,,,,,,,,
16/7/2021,Tetra,129,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
16/7/2021,Pet cristal,605,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Pet color,62,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Cartón,1215,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Cartón segunda,1691,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Diario,39,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Revista,147,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Planilla blanca,468,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Vidrio,2497,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Tapitas,48,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Aluminio,166,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Plástico,358,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Hojalata,348,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Descarte,2058,Recolección Diferenciada,,,,,,,,,,,,,,,,,
16/7/2021,Rechazo (basura),12317,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Tetra,272,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
23/7/2021,Pet cristal,875,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Pet color,102,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Cartón,1278,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Cartón segunda,1884,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Diario,72,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Revista,84,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Planilla blanca,742,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Vidrio,2929,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Tapitas,53,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Aluminio,216,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Plástico,512,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Nylon,24,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Hojalata,492,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Descarte,2020,Recolección Diferenciada,,,,,,,,,,,,,,,,,
23/7/2021,Rechazo (basura),8979,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/7/2021,Tetra,41,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Pet cristal,86,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Pet color,18,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Cartón,68,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Cartón segunda,98,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Planilla blanca,46,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Vidrio,375,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Tapitas,45,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Aluminio,17,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Plástico,60,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Hojalata,80,Puntos Verdes,,,,,,,,,,,,,,,,,
28/7/2021,Rechazo (basura),425,Puntos Verdes,,,,,,,,,,,,,,,,,
30/7/2021,Tetra,150,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
30/7/2021,Pet cristal,736,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Pet color,69,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Cartón,1124,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Cartón segunda,956,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Diario,59,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Revista,72,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Planilla blanca,413,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Vidrio,2433,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Tapitas,47,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Aluminio,147,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Plástico,394,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Hojalata,271,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Descarte,1950,Recolección Diferenciada,,,,,,,,,,,,,,,,,
30/7/2021,Rechazo (basura),10838,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Tetra,206,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
6/8/2021,Pet cristal,570,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Pet color,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Cartón,1284,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Cartón segunda,1457,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Diario,77,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Revista,62,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Planilla blanca,177,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Vidrio,2163,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Tapitas,56,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Aluminio,176,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Plástico,306,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Hojalata,190,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Descarte,2120,Recolección Diferenciada,,,,,,,,,,,,,,,,,
6/8/2021,Rechazo (basura),13618,Recolección Diferenciada,,,,,,,,,,,,,,,,,
11/8/2021,Tetra,40,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Pet cristal,113,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Pet color,58,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Cartón,58,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Cartón segunda,194,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Diario,66,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Revista,56,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Planilla blanca,49,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Vidrio,544,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Tapitas,55,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Aluminio,21,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Plástico,56,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Nylon,25,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Hojalata,39,Puntos Verdes,,,,,,,,,,,,,,,,,
11/8/2021,Rechazo (basura),51,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Tetra,239,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
13/8/2021,Pet cristal,498,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Pet color,55,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Cartón,1055,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Cartón segunda,1075,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Diario,52,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Revista,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Planilla blanca,474,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Vidrio,2182,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Tapitas,50,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Aluminio,116,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Plástico,356,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Hojalata,299,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Descarte,1950,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/8/2021,Rechazo (basura),10487,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Tetra,146,Recolección Diferenciada,6 camiones,,,,,,,,,,,,,,,,
20/8/2021,Pet cristal,391,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Pet color,51,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Cartón,1098,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Cartón segunda,849,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Diario,50,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Revista,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Planilla blanca,336,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Vidrio,1175,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Tapitas,58,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Aluminio,126,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Plástico,262,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Hojalata,217,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Descarte,1940,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/8/2021,Rechazo (basura),9507,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Tetra,164,Recolección Diferenciada,8 camiones,,,,,,,,,,,,,,,,
27/8/2021,Pet cristal,417,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Pet color,51,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Cartón,778,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Cartón segunda,994,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Diario,54,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Revista,90,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Planilla blanca,343,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Vidrio,1234,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Tapitas,57,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Aluminio,116,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Plástico,304,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Hojalata,271,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Descarte,1496,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/8/2021,Rechazo (basura),9252,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/9/2021,Tetra,30,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Pet cristal,123,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Pet color,17,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Cartón,44,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Cartón segunda,99,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Diario,70,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Revista,20,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Planilla blanca,50,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Vidrio,189,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Tapitas,35,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Aluminio,28,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Plástico,59,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Hojalata,28,Puntos Verdes,,,,,,,,,,,,,,,,,
1/9/2021,Rechazo (basura),132,Puntos Verdes,,,,,,,,,,,,,,,,,
3/9/2021,Tetra,70,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Pet cristal,455,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Pet color,51,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Cartón,878,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Cartón segunda,1129,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Diario,54,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Revista,84,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Planilla blanca,23,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Vidrio,1214,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Tapitas,49,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Aluminio,124,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Plástico,303,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Hojalata,294,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Descarte,980,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/9/2021,Rechazo (basura),10065,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Tetra,193,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Pet cristal,580,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Pet color,90,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Cartón,1006,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Cartón segunda,1402,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Diario,33,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Revista,17,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Planilla blanca,803,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Vidrio,1662,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Tapitas,31,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Aluminio,142,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Plástico,416,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Hojalata,374,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/9/2021,Rechazo (basura),12668,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/9/2021,Tetra,24,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Pet cristal,140,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Pet color,75,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Cartón,26,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Cartón segunda,101,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Diario,25,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Planilla blanca,20,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Vidrio,186,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Tapitas,29,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Aluminio,15,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Plástico,65,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Hojalata,30,Puntos Verdes,,,,,,,,,,,,,,,,,
15/9/2021,Rechazo (basura),114,Puntos Verdes,,,,,,,,,,,,,,,,,
17/9/2021,Tetra,170,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Pet cristal,461,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Pet color,52,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Cartón,925,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Cartón segunda,1017,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Diario,67,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Revista,48,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Planilla blanca,262,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Vidrio,1303,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Tapitas,58,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Aluminio,99,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Plástico,332,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Nylon,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Hojalata,227,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Descarte,1890,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/9/2021,Rechazo (basura),8257,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Tetra,144,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Pet cristal,433,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Pet color,32,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Cartón,625,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Cartón segunda,919,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Diario,35,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Revista,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Planilla blanca,238,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Vidrio,1200,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Tapitas,33,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Aluminio,96,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Plástico,291,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Nylon,100,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Hojalata,236,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Descarte,1440,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/9/2021,Rechazo (basura),7656,Recolección Diferenciada,,,,,,,,,,,,,,,,,
28/9/2021,Tetra,37,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Pet cristal,180,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Pet color,14,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Cartón,58,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Cartón segunda,125,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Diario,124,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Revista,20,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Planilla blanca,44,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Vidrio,100,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Tapitas,30,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Aluminio,10,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Plástico,44,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Hojalata,25,Puntos Verdes,,,,,,,,,,,,,,,,,
28/9/2021,Rechazo (basura),206,Puntos Verdes,,,,,,,,,,,,,,,,,
1/10/2021,Tetra,148,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Pet cristal,543,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Pet color,54,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Cartón,981,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Cartón segunda,936,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Diario,57,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Revista,73,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Planilla blanca,362,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Vidrio,1227,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Tapitas,54,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Aluminio,152,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Plástico,367,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Nylon,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Hojalata,320,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Descarte,1170,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/10/2021,Rechazo (basura),9788,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Tetra,237,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Pet cristal,599,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Pet color,62,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Cartón,1133,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Cartón segunda,1385,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Diario,10,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Revista,37,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Planilla blanca,503,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Vidrio,1541,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Tapitas,37,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Aluminio,173,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Plástico,407,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Nylon,36,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Hojalata,352,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Descarte,1530,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/10/2021,Rechazo (basura),16346,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/10/2021,Tetra,44,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Pet cristal,71,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Pet color,15,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Cartón,27,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Cartón segunda,81,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Planilla blanca,6,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Vidrio,380,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Tapitas,21,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Aluminio,8,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Plástico,53,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Hojalata,24,Puntos Verdes,,,,,,,,,,,,,,,,,
13/10/2021,Rechazo (basura),202,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Pet cristal,387,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Pet color,47,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/10/2021,Tetra,146,Recolección Diferenciada,,,,,,,,,,,,,,,,,
