lp,Residuo tipo,Kg,Origen,Comentarios,,,,,,,,,,,,,,,,
30/3/2022,Plástico,105,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Nylon,,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Hojalata,40,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Descarte,,Puntos Verdes,,,,,,,,,,,,,,,,,
30/3/2022,Rechazo (basura),179,Puntos Verdes,,,,,,,,,,,,,,,,,
1/4/2022,Tetra,99,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Pet cristal,357,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Pet color,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Cartón,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Cartón segunda,610,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Diario,523,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Revista,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Planilla blanca,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Vidrio,433,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Tapitas,368,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Aluminio,39,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Plástico,50,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Nylon,186,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Telgopor,53,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Hojalata,596,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Descarte,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/4/2022,Rechazo (basura),7684,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Tetra,184,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Pet cristal,575,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Pet color,56,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Cartón,955,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Cartón segunda,765,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Diario,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Revista,184,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Planilla blanca,402,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Vidrio,1410,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Tapitas,48,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Aluminio,151,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Plástico,346,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Nylon,70,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Hojalata,351,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Descarte,900,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/4/2022,Rechazo (basura),12023,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/4/2022,Tetra,44,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Pet cristal,165,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Pet color,12,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Cartón,43,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Cartón segunda,63,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Diario,3,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Revista,10,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Planilla blanca,10,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Vidrio,433,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Tapitas,,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Aluminio,5,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Plástico,70,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Nylon,,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Hojalata,30,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Descarte,,Puntos Verdes,,,,,,,,,,,,,,,,,
13/4/2022,Rechazo (basura),273,Puntos Verdes,,,,,,,,,,,,,,,,,
15/4/2022,Tetra,59,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Pet cristal,291,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Pet color,61,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Cartón,670,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Cartón segunda,400,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Diario,20,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Revista,30,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Planilla blanca,138,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Vidrio,724,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Aluminio,123,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Plástico,139,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Hojalata,190,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Descarte,950,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/4/2022,Rechazo (basura),8028,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Tetra,177,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Pet cristal,571,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Pet color,60,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Cartón,875,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Cartón segunda,850,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Diario,90,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Revista,94,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Planilla blanca,338,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Vidrio,1440,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Aluminio,132,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Plástico,350,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Hojalata,292,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Descarte,1465,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/4/2022,Rechazo (basura),8463,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Tetra,170,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Pet cristal,496,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Pet color,27,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Cartón,929,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Cartón segunda,735,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Diario,40,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Planilla blanca,308,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Vidrio,1379,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Tapitas,39,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Aluminio,102,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Plástico,296,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Telgopor,177,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Descarte,920,Recolección Diferenciada,,,,,,,,,,,,,,,,,
13/5/2022,Rechazo (basura),9053,Recolección Diferenciada,,,,,,,,,,,,,,,,,
18/5/2022,Tetra,34,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Pet cristal,143,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Pet color,28,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Cartón,41,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Cartón segunda,55,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Diario,37,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Revista,52,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Planilla blanca,22,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Vidrio,411,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Tapitas,39,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Aluminio,10,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Plástico,120,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Hojalata,50,Puntos Verdes,,,,,,,,,,,,,,,,,
18/5/2022,Descarte,248,Puntos Verdes,,,,,,,,,,,,,,,,,
20/5/2022,Tetra,259,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Pet cristal,643,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Pet color,62,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Cartón,1048,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Cartón segunda,970,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Diario,74,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Revista,159,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Planilla blanca,549,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Vidrio,1958,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Aluminio,155,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Plástico,502,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Hojalata,313,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2022,Descarte,436,Recolección Diferenciada,,,,,,,,,,,,,,,,,
20/5/2020,Rechazo (basura),12271,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/6/2022,Tetra,33,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Pet cristal,99,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Pet color,21,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Cartón,98,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Cartón segunda,24,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Planilla blanca,26,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Vidrio,113,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Tapitas,21,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Aluminio,19,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Plástico,55,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Hojalata,150,Puntos Verdes,,,,,,,,,,,,,,,,,
1/6/2022,Rechazo (basura),138,Puntos Verdes,,,,,,,,,,,,,,,,,
27/5/2022,Tetra,171,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Pet cristal,430,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Pet color,28,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Cartón,787,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Cartón segunda,757,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Diario,40,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Revista,80,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Planilla blanca,404,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Vidrio,1834,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Tapitas,41,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Aluminio,112,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Plástico,288,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Hojalata,209,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/5/2022,Rechazo (basura),9518,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/6/2022,Tetra,28,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Pet cristal,92,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Pet color,25,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Cartón,31,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Cartón segunda,102,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Diario,,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Revista,,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Planilla blanca,15,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Vidrio,180,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Tapitas,45,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Aluminio,11,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Plástico,54,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Nylon,,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Telgopor,,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Hojalata,13,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Descarte,,Puntos Verdes,,,,,,,,,,,,,,,,,
15/6/2022,Rechazo (basura),264,Puntos Verdes,,,,,,,,,,,,,,,,,
3/6/2022,Tetra,151,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Pet cristal,384,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Pet color,25,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Cartón,798,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Cartón segunda,711,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Diario,92,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Revista,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Planilla blanca,15,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Vidrio,180,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Tapitas,45,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Aluminio,11,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Plástico,54,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Nylon,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Hojalata,13,Recolección Diferenciada,,,,,,,,,,,,,,,,,
3/6/2022,Rechazo (basura),264,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Tetra,165,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Pet cristal,441,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2020,Pet color,64,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Cartón,742,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Cartón segunda,660,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Diario,67,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Revista,131,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Planilla blanca,170,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Vidrio,2170,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Tapitas,61,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Aluminio,100,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Plástico,267,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Nylon,57,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Telgopor,,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Hojalata,268,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Descarte,919,Recolección Diferenciada,,,,,,,,,,,,,,,,,
10/6/2022,Rechazo (basura),6434,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Tetra,85,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Pet cristal,244,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Pet color,47,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Cartón,627,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Cartón segunda,651,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Diario,67,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Revista,180,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Planilla blanca,356,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Vidrio,825,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Tapitas,54,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Aluminio,133,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Plástico,218,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Hojalata,145,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Descarte,1305,Recolección Diferenciada,,,,,,,,,,,,,,,,,
17/6/2022,Rechazo (basura),8191,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/6/2022,Pet cristal,129,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Pet color,24,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Cartón,35,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Cartón segunda,120,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Diario,70,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Revista,110,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Planilla blanca,102,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Vidrio,70,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Tapitas,20,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Aluminio,20,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Plástico,89,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Hojalata,10,Puntos Verdes,,,,,,,,,,,,,,,,,
29/6/2022,Rechazo (basura),196,Puntos Verdes,,,,,,,,,,,,,,,,,
24/6/2022,Tetra,62,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Pet cristal,299,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Pet color,28,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Cartón,592,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Cartón segunda,604,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Diario,25,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Revista,110,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Planilla blanca,185,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Vidrio,388,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Tapitas,20,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Aluminio,94,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Plástico,294,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Hojalata,86,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Descarte,1291,Recolección Diferenciada,,,,,,,,,,,,,,,,,
24/6/2022,Rechazo (basura),7495,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Tetra,228,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Pet cristal,507,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Pet color,34,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Cartón,693,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Cartón segunda,816,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Diario,25,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Tapitas,30,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Aluminio,135,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Plástico,285,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Hojalata,274,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Descarte,798,Recolección Diferenciada,,,,,,,,,,,,,,,,,
1/7/2022,Rechazo (basura),13039,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Tetra,127,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Pet cristal,264,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Pet color,23,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Cartón,465,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Cartón segunda,498,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Diario,25,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Revista,264,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Planilla blanca,239,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Vidrio,823,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Tapitas,63,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Aluminio,101,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Plástico,234,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Hojalata,193,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Descarte,851,Recolección Diferenciada,,,,,,,,,,,,,,,,,
8/7/2022,Rechazo (basura),6319,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Pet cristal,83,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Pet cristal,385,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Pet color,56,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Cartón,498,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Cartón segunda,504,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Revista,76,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Planilla blanca,158,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Vidrio,852,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Tapitas,38,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Aluminio,89,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Plástico,175,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Nylon,52,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Hojalata,88,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Descarte,925,Recolección Diferenciada,,,,,,,,,,,,,,,,,
15/7/2022,Rechazo (basura),7877,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Tetra,232,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Pet cristal,591,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Pet color,50,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Cartón,1098,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Cartón segunda,1092,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Diario,90,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Revista,90,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Planilla blanca,438,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Vidrio,1648,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Tapitas,80,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Aluminio,181,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Plástico,347,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Nylon,44,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Hojalata,356,Recolección Diferenciada,,,,,,,,,,,,,,,,,
22/7/2022,Descarte,485,Recolección Diferenciada,,,,,,,,,,,,,,,,,
27/7/2022,Tetra,58,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Pet cristal,83,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Pet color,21,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Cartón,41,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Cartón segunda,49,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Diario,50,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Revista,35,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Planilla blanca,50,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Vidrio,350,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Tapitas,20,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Aluminio,55,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Plástico,95,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Hojalata,52,Puntos Verdes,,,,,,,,,,,,,,,,,
27/7/2022,Rechazo (basura),180,Puntos Verdes,,,,,,,,,,,,,,,,,
29/7/2022,Tetra,110,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/7/2022,Pet cristal,321,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/7/2022,Pet color,47,Recolección Diferenciada,,,,,,,,,,,,,,,,,
29/7/2022,Cartón,437,Recolección Diferenciada,,,,,,,,,,,,,,,,,
